lat,lon,alt,date,device,os,version
40.6737275947,-74.1992563941,0.0,2010-10-13 09:53:46,"iPhone3,1",4.3.2,
41.4259337778,-81.8651150932,0.0,2010-10-13 11:51:26,"iPhone3,1",4.3.2,
41.5063781976,-81.6091471274,0.0,2010-10-13 12:53:40,"iPhone3,1",4.3.2,
41.4829684811,-81.6802337736,0.0,2010-10-13 14:43:13,"iPhone3,1",4.3.2,
40.773655582,-73.8651788007,0.0,2010-10-13 21:14:30,"iPhone3,1",4.3.2,
40.7600425703,-73.8973210552,0.0,2010-10-13 21:45:20,"iPhone3,1",4.3.2,
40.7299791268,-73.9299956795,0.0,2010-10-13 21:58:04,"iPhone3,1",4.3.2,
40.709909345,-73.96035674,0.0,2010-10-13 22:12:13,"iPhone3,1",4.3.2,
40.7629937473,-74.0358092691,0.0,2010-10-15 13:36:53,"iPhone3,1",4.3.2,
40.7791111633,-74.0811677533,0.0,2010-10-15 13:37:19,"iPhone3,1",4.3.2,
40.75193172,-74.16250824,0.0,2010-10-15 13:39:50,"iPhone3,1",4.3.2,
40.0532439447,-75.0081347707,0.0,2010-10-15 14:30:36,"iPhone3,1",4.3.2,
40.3256788693,-74.628608824,0.0,2010-10-16 00:36:51,"iPhone3,1",4.3.2,
40.7499870033,-73.9892163833,0.0,2010-10-16 01:37:49,"iPhone3,1",4.3.2,
40.7001573704,-73.8105219611,0.0,2010-10-16 14:13:32,"iPhone3,1",4.3.2,
40.7487306269,-73.0821094387,0.0,2010-10-16 15:07:00,"iPhone3,1",4.3.2,
40.7939327594,-72.9291638364,0.0,2010-10-16 15:23:39,"iPhone3,1",4.3.2,
40.9713233712,-72.1955035792,0.0,2010-10-16 16:22:06,"iPhone3,1",4.3.2,
41.0371429267,-72.08629272,0.0,2010-10-16 16:43:35,"iPhone3,1",4.3.2,
41.0654213767,-71.9799389278,0.0,2010-10-17 17:30:29,"iPhone3,1",4.3.2,
40.6676475301,-74.2203505744,0.0,2010-10-18 23:42:17,"iPhone3,1",4.3.2,
40.7581707057,-73.9854118829,0.0,2010-10-19 18:28:30,"iPhone3,1",4.3.2,
40.7560092632,-73.983336877,0.0,2010-10-19 18:33:14,"iPhone3,1",4.3.2,
40.4267695599,-74.5134399044,0.0,2010-10-20 14:06:30,"iPhone3,1",4.3.2,
40.6483934549,-74.2349438324,0.0,2010-10-21 22:29:59,"iPhone3,1",4.3.2,
40.7472957595,-73.9449953782,0.0,2010-10-21 23:24:07,"iPhone3,1",4.3.2,
40.73561577,-73.95230296,0.0,2010-10-21 23:39:39,"iPhone3,1",4.3.2,
40.735849495,-73.97414815,0.0,2010-10-21 23:50:58,"iPhone3,1",4.3.2,
40.75858086,-73.986457105,0.0,2010-10-22 23:23:32,"iPhone3,1",4.3.2,
40.7360121478,-73.9788523164,0.0,2010-10-23 04:14:15,"iPhone3,1",4.3.2,
40.7275870152,-73.9742675662,0.0,2010-10-23 06:28:36,"iPhone3,1",4.3.2,
40.7349872506,-73.9618368998,0.0,2010-10-23 20:56:23,"iPhone3,1",4.3.2,
40.73196601,-74.00946784,0.0,2010-10-24 00:56:06,"iPhone3,1",4.3.2,
40.7187866614,-73.9913770586,0.0,2010-10-25 01:23:26,"iPhone3,1",4.3.2,
39.9494351623,-75.1923802169,0.0,2010-10-25 03:30:56,"iPhone3,1",4.3.2,
39.9593609293,-75.166266516,0.0,2010-10-25 03:40:22,"iPhone3,1",4.3.2,
39.9583379222,-75.16181095,0.0,2010-10-25 03:45:34,"iPhone3,1",4.3.2,
39.9522524343,-75.13525483,0.0,2010-10-25 03:48:22,"iPhone3,1",4.3.2,
39.9564874722,-75.1993640917,0.0,2010-10-25 21:30:59,"iPhone3,1",4.3.2,
39.982682799,-75.2062196777,0.0,2010-10-25 21:31:47,"iPhone3,1",4.3.2,
39.9857169654,-75.1634576432,0.0,2010-10-25 21:33:29,"iPhone3,1",4.3.2,
40.043368346,-75.028176684,0.0,2010-10-25 21:41:13,"iPhone3,1",4.3.2,
40.0315892623,-75.0175924633,0.0,2010-10-25 21:42:17,"iPhone3,1",4.3.2,
40.09676004,-74.9402742516,0.0,2010-10-25 21:45:00,"iPhone3,1",4.3.2,
40.1047824289,-74.8672995091,0.0,2010-10-25 21:46:49,"iPhone3,1",4.3.2,
40.1989446667,-74.7928978683,0.0,2010-10-25 21:54:44,"iPhone3,1",4.3.2,
40.219461129,-74.8305653797,0.0,2010-10-25 21:55:21,"iPhone3,1",4.3.2,
40.218360655,-74.7362754125,0.0,2010-10-25 21:56:46,"iPhone3,1",4.3.2,
40.4974352414,-74.4486059928,0.0,2010-10-25 22:25:25,"iPhone3,1",4.3.2,
40.5452783396,-74.381886278,0.0,2010-10-25 22:30:52,"iPhone3,1",4.3.2,
39.93846997,-75.145376885,0.0,2010-10-29 12:36:40,"iPhone3,1",4.3.2,
39.9503624837,-75.181374225,0.0,2010-10-30 00:44:06,"iPhone3,1",4.3.2,
39.9726592415,-75.1889502266,0.0,2010-10-30 01:10:04,"iPhone3,1",4.3.2,
40.0107075122,-75.1399667679,0.0,2010-10-30 01:15:49,"iPhone3,1",4.3.2,
40.0193137766,-75.0698004434,0.0,2010-10-30 01:19:30,"iPhone3,1",4.3.2,
40.2184763817,-74.7514714284,0.0,2010-10-30 01:37:34,"iPhone3,1",4.3.2,
40.262418505,-74.705723995,0.0,2010-10-30 01:41:03,"iPhone3,1",4.3.2,
40.2617823931,-74.7228595408,0.0,2010-10-30 01:41:06,"iPhone3,1",4.3.2,
40.599737681,-74.2827532235,0.0,2010-10-30 02:01:19,"iPhone3,1",4.3.2,
40.7161156454,-73.9888830956,0.0,2010-10-30 02:54:19,"iPhone3,1",4.3.2,
39.9449016187,-75.1606825393,0.0,2010-10-30 20:10:33,"iPhone3,1",4.3.2,
39.9269280258,-75.1477014876,0.0,2010-10-31 04:35:48,"iPhone3,1",4.3.2,
39.9530360508,-75.1687941983,0.0,2010-10-31 21:20:03,"iPhone3,1",4.3.2,
40.7548510279,-73.9984545192,0.0,2010-10-31 23:53:15,"iPhone3,1",4.3.2,
39.9590963716,-75.1898834816,0.0,2010-11-02 04:50:15,"iPhone3,1",4.3.2,
39.9579074157,-75.1540236954,0.0,2010-11-02 04:53:40,"iPhone3,1",4.3.2,
39.9476128834,-75.1421269486,0.0,2010-11-02 04:58:47,"iPhone3,1",4.3.2,
40.7529395767,-73.9955449433,0.0,2010-11-03 13:34:41,"iPhone3,1",4.3.2,
40.750846436,-73.989758046,0.0,2010-11-03 13:43:40,"iPhone3,1",4.3.2,
40.75360602,-73.99233001,0.0,2010-11-03 14:01:16,"iPhone3,1",4.3.2,
39.9529561788,-75.1458542675,0.0,2010-11-04 19:08:29,"iPhone3,1",4.3.2,
39.955375321,-75.1741279542,0.0,2010-11-04 23:49:40,"iPhone3,1",4.3.2,
40.756706483,-73.995315439,0.0,2010-11-05 18:09:05,"iPhone3,1",4.3.2,
40.7520453725,-73.9865055925,0.0,2010-11-06 00:28:44,"iPhone3,1",4.3.2,
40.7232131038,-73.9795979917,0.0,2010-11-06 01:11:28,"iPhone3,1",4.3.2,
40.7218949057,-73.9838333047,0.0,2010-11-06 03:44:57,"iPhone3,1",4.3.2,
40.7124197014,-73.9889828132,0.0,2010-11-06 03:52:05,"iPhone3,1",4.3.2,
40.7165454741,-73.9782205661,0.0,2010-11-06 03:52:05,"iPhone3,1",4.3.2,
40.72198392,-73.96554538,0.0,2010-11-07 01:56:06,"iPhone3,1",4.3.2,
40.7553907,-73.98671156,0.0,2010-11-09 13:49:15,"iPhone3,1",4.3.2,
40.7322387,-73.94469225,0.0,2010-11-10 02:21:40,"iPhone3,1",4.3.2,
40.7327515354,-73.95350927,0.0,2010-11-10 02:21:41,"iPhone3,1",4.3.2,
40.7443750091,-73.9324760173,0.0,2010-11-10 13:42:57,"iPhone3,1",4.3.2,
40.7628309202,-73.9124132547,0.0,2010-11-10 13:45:03,"iPhone3,1",4.3.2,
40.856423421,-73.8298402527,0.0,2010-11-10 13:55:20,"iPhone3,1",4.3.2,
41.30865317,-72.2762132633,0.0,2010-11-10 16:06:07,"iPhone3,1",4.3.2,
41.838598628,-71.441429538,0.0,2010-11-10 17:24:19,"iPhone3,1",4.3.2,
41.83196842,-71.42173981,0.0,2010-11-10 17:51:17,"iPhone3,1",4.3.2,
41.8161415693,-71.3720791887,0.0,2010-11-10 23:15:38,"iPhone3,1",4.3.2,
41.82321107,-71.39709699,0.0,2010-11-11 23:31:18,"iPhone3,1",4.3.2,
41.6807668857,-71.4999104429,0.0,2010-11-12 00:39:42,"iPhone3,1",4.3.2,
41.5676946829,-71.5035862602,0.0,2010-11-12 00:41:23,"iPhone3,1",4.3.2,
41.3260740007,-72.2418928309,0.0,2010-11-12 01:30:23,"iPhone3,1",4.3.2,
41.21021469,-73.1130236733,0.0,2010-11-12 02:27:57,"iPhone3,1",4.3.2,
41.146817731,-73.2954333267,0.0,2010-11-12 02:40:10,"iPhone3,1",4.3.2,
41.1414202133,-73.3524881459,0.0,2010-11-12 02:43:11,"iPhone3,1",4.3.2,
41.0823632476,-73.4419676822,0.0,2010-11-12 02:52:20,"iPhone3,1",4.3.2,
40.6827075523,-73.9461772338,0.0,2010-11-13 02:43:54,"iPhone3,1",4.3.2,
40.6722720287,-73.9522467475,0.0,2010-11-13 02:51:01,"iPhone3,1",4.3.2,
40.7322327718,-73.9856203055,0.0,2010-11-14 00:49:29,"iPhone3,1",4.3.2,
40.75121963,-73.9951114,0.0,2010-11-14 12:50:52,"iPhone3,1",4.3.2,
40.7686975217,-74.0430627145,0.0,2010-11-14 13:11:52,"iPhone3,1",4.3.2,
40.7554828474,-74.0455816794,0.0,2010-11-14 13:12:27,"iPhone3,1",4.3.2,
40.7507137595,-74.0552260645,0.0,2010-11-14 13:12:51,"iPhone3,1",4.3.2,
40.7627152874,-74.0662277988,0.0,2010-11-14 13:13:18,"iPhone3,1",4.3.2,
40.7513753326,-74.1108506186,0.0,2010-11-14 13:15:09,"iPhone3,1",4.3.2,
40.7567891038,-74.1472122067,0.0,2010-11-14 13:16:45,"iPhone3,1",4.3.2,
40.74134575,-74.1620763601,0.0,2010-11-14 13:18:02,"iPhone3,1",4.3.2,
40.05456909,-74.996685325,0.0,2010-11-14 14:16:40,"iPhone3,1",4.3.2,
40.0121212218,-75.0462949545,0.0,2010-11-14 14:17:54,"iPhone3,1",4.3.2,
40.0285816033,-75.0442295895,0.0,2010-11-14 14:18:01,"iPhone3,1",4.3.2,
39.9523124051,-75.1633523726,0.0,2010-11-14 14:48:35,"iPhone3,1",4.3.2,
39.9502808301,-75.1521311223,0.0,2010-11-14 14:54:14,"iPhone3,1",4.3.2,
40.380976056,-74.5868918128,0.0,2010-11-14 21:08:13,"iPhone3,1",4.3.2,
40.3877694209,-74.531534085,0.0,2010-11-14 21:09:35,"iPhone3,1",4.3.2,
40.67806716,-73.9511716692,0.0,2010-11-14 22:32:54,"iPhone3,1",4.3.2,
40.749862606,-73.991989672,0.0,2010-11-16 00:02:04,"iPhone3,1",4.3.2,
40.7216943146,-73.987354168,0.0,2010-11-16 03:06:56,"iPhone3,1",4.3.2,
40.7121943892,-73.9684049754,0.0,2010-11-22 02:14:14,"iPhone3,1",4.3.2,
42.3541812531,-71.0515970731,0.0,2010-11-25 03:28:48,"iPhone3,1",4.3.2,
42.36566984,-71.36942988,0.0,2010-11-25 16:02:44,"iPhone3,1",4.3.2,
42.40617385,-71.40404513,0.0,2010-11-26 16:51:29,"iPhone3,1",4.3.2,
42.4077436729,-71.3200250337,0.0,2010-11-26 19:37:49,"iPhone3,1",4.3.2,
42.375566887,-71.133160065,0.0,2010-11-26 20:15:11,"iPhone3,1",4.3.2,
42.3871036175,-71.1074772775,0.0,2010-11-26 21:40:56,"iPhone3,1",4.3.2,
42.4899622357,-71.3284749131,0.0,2010-11-27 19:21:30,"iPhone3,1",4.3.2,
42.4006648494,-71.1271060742,0.0,2010-11-27 20:49:26,"iPhone3,1",4.3.2,
42.4322049158,-71.2672528127,0.0,2010-11-27 21:45:45,"iPhone3,1",4.3.2,
42.3900598633,-71.4521279867,0.0,2010-11-28 02:02:17,"iPhone3,1",4.3.2,
42.3783500497,-71.4567118173,0.0,2010-11-28 12:43:12,"iPhone3,1",4.3.2,
42.350281462,-71.0612659272,0.0,2010-11-28 13:47:05,"iPhone3,1",4.3.2,
40.8760017871,-73.8416254221,0.0,2010-11-28 17:02:33,"iPhone3,1",4.3.2,
40.7453799705,-73.9884138141,0.0,2010-11-28 17:51:45,"iPhone3,1",4.3.2,
40.702947455,-73.9953351863,0.0,2010-11-29 00:21:00,"iPhone3,1",4.3.2,
40.70268505,-73.99396896,0.0,2010-11-29 02:20:00,"iPhone3,1",4.3.2,
40.7312445767,-73.9979959867,0.0,2010-11-29 14:20:20,"iPhone3,1",4.3.2,
40.7382212314,-74.0041084042,0.0,2010-11-30 00:24:24,"iPhone3,1",4.3.2,
40.735143541,-74.0060673314,0.0,2010-11-30 00:32:32,"iPhone3,1",4.3.2,
40.737431108,-74.0094012255,0.0,2010-11-30 00:33:43,"iPhone3,1",4.3.2,
40.7382404276,-74.0021126403,0.0,2010-11-30 02:01:56,"iPhone3,1",4.3.2,
40.7208983913,-74.009207735,0.0,2010-12-01 23:54:06,"iPhone3,1",4.3.2,
40.7186479933,-73.9992462167,0.0,2010-12-02 03:36:00,"iPhone3,1",4.3.2,
40.7258729424,-73.9961038524,0.0,2010-12-02 03:43:47,"iPhone3,1",4.3.2,
40.6703989826,-73.9623546172,0.0,2010-12-04 01:32:02,"iPhone3,1",4.3.2,
40.7173455476,-74.0056530288,0.0,2010-12-04 21:04:08,"iPhone3,1",4.3.2,
40.7145421107,-74.0104580429,0.0,2010-12-04 21:07:16,"iPhone3,1",4.3.2,
40.7183985258,-74.0151796605,0.0,2010-12-04 21:22:29,"iPhone3,1",4.3.2,
40.69162142,-73.99670839,0.0,2010-12-04 22:38:46,"iPhone3,1",4.3.2,
40.8139960208,-73.9555295896,0.0,2010-12-10 18:10:37,"iPhone3,1",4.3.2,
40.8171069364,-73.9590385462,0.0,2010-12-10 18:10:53,"iPhone3,1",4.3.2,
40.6800266267,-73.9536556167,0.0,2010-12-12 16:04:41,"iPhone3,1",4.3.2,
40.728666565,-73.948964295,0.0,2010-12-14 05:01:35,"iPhone3,1",4.3.2,
40.721136,-73.96205043,0.0,2010-12-15 01:33:55,"iPhone3,1",4.3.2,
40.73472064,-73.99447417,0.0,2010-12-15 22:24:33,"iPhone3,1",4.3.2,
40.73436599,-73.99253743,0.0,2010-12-15 22:24:33,"iPhone3,1",4.3.2,
40.7356330558,-73.9867032143,0.0,2010-12-18 00:51:52,"iPhone3,1",4.3.2,
40.710243359,-73.9608858971,0.0,2010-12-18 02:46:19,"iPhone3,1",4.3.2,
40.68926829,-73.96451979,0.0,2010-12-18 19:32:25,"iPhone3,1",4.3.2,
40.7314136283,-73.9543394783,0.0,2010-12-19 01:02:00,"iPhone3,1",4.3.2,
40.67675191,-73.96113699,0.0,2010-12-19 16:33:55,"iPhone3,1",4.3.2,
40.754161465,-73.9851230837,0.0,2010-12-20 17:31:21,"iPhone3,1",4.3.2,
40.7525614089,-73.9925983339,0.0,2010-12-20 23:32:19,"iPhone3,1",4.3.2,
40.73084187,-74.00435653,0.0,2010-12-20 23:32:44,"iPhone3,1",4.3.2,
40.7299879025,-74.0061163225,0.0,2010-12-20 23:32:45,"iPhone3,1",4.3.2,
40.733975321,-74.0052051307,0.0,2010-12-20 23:57:00,"iPhone3,1",4.3.2,
40.7551205927,-73.9950217592,0.0,2010-12-23 03:11:31,"iPhone3,1",4.3.2,
40.6422637927,-73.7925293793,0.0,2010-12-24 02:49:09,"iPhone3,1",4.3.2,
39.7132402963,-104.941903492,0.0,2010-12-25 01:53:11,"iPhone3,1",4.3.2,
39.7535848264,-104.966226236,0.0,2010-12-25 01:59:04,"iPhone3,1",4.3.2,
39.7610256633,-104.932518237,0.0,2010-12-27 04:49:24,"iPhone3,1",4.3.2,
39.7499420657,-104.991839476,0.0,2010-12-29 02:49:37,"iPhone3,1",4.3.2,
39.7483819727,-104.979929875,0.0,2010-12-29 03:03:55,"iPhone3,1",4.3.2,
39.7274546362,-104.901113138,0.0,2010-12-29 03:26:56,"iPhone3,1",4.3.2,
39.5442810429,-106.172990161,0.0,2010-12-29 19:02:21,"iPhone3,1",4.3.2,
39.7535739901,-105.012900292,0.0,2010-12-30 02:53:13,"iPhone3,1",4.3.2,
39.7581497683,-104.937096195,0.0,2010-12-31 06:45:27,"iPhone3,1",4.3.2,
39.739667575,-104.965582363,0.0,2010-12-31 14:32:16,"iPhone3,1",4.3.2,
39.6358226984,-105.917853119,0.0,2010-12-31 19:29:34,"iPhone3,1",4.3.2,
39.7243246426,-104.965333931,0.0,2011-01-01 00:04:30,"iPhone3,1",4.3.2,
39.7499897233,-104.94095171,0.0,2011-01-01 06:52:37,"iPhone3,1",4.3.2,
39.7340802531,-104.936965224,0.0,2011-01-02 07:15:18,"iPhone3,1",4.3.2,
39.6854261086,-104.966693099,0.0,2011-01-03 01:13:17,"iPhone3,1",4.3.2,
39.7447331584,-104.991531977,0.0,2011-01-03 01:33:29,"iPhone3,1",4.3.2,
39.7380441424,-104.987369573,0.0,2011-01-03 01:49:18,"iPhone3,1",4.3.2,
39.7316520735,-104.980862334,0.0,2011-01-03 01:57:25,"iPhone3,1",4.3.2,
39.7519499986,-104.901114178,0.0,2011-01-03 03:55:55,"iPhone3,1",4.3.2,
39.8407427118,-104.680194417,0.0,2011-01-03 06:50:08,"iPhone3,1",4.3.2,
40.666757222,-73.7661305217,0.0,2011-01-03 11:34:43,"iPhone3,1",4.3.2,
40.6501404853,-73.776518699,0.0,2011-01-03 11:50:17,"iPhone3,1",4.3.2,
40.676594869,-73.8407768624,0.0,2011-01-03 12:15:43,"iPhone3,1",4.3.2,
40.7466416025,-73.995866445,0.0,2011-01-03 14:08:35,"iPhone3,1",4.3.2,
40.7631020777,-73.9939363703,0.0,2011-01-05 23:41:02,"iPhone3,1",4.3.2,
40.7166516852,-74.0011201556,0.0,2011-01-06 02:27:08,"iPhone3,1",4.3.2,
40.75196156,-73.994914548,0.0,2011-01-07 14:09:43,"iPhone3,1",4.3.2,
40.75483751,-73.98907297,0.0,2011-01-07 16:56:00,"iPhone3,1",4.3.2,
40.8008776766,-73.9618316191,0.0,2011-01-08 02:42:03,"iPhone3,1",4.3.2,
40.67613741,-73.95717719,0.0,2011-01-08 18:23:40,"iPhone3,1",4.3.2,
40.7287148707,-73.9910538185,0.0,2011-01-09 21:05:31,"iPhone3,1",4.3.2,
40.7214986997,-73.994444256,0.0,2011-01-09 21:43:47,"iPhone3,1",4.3.2,
40.7238920973,-73.9972073551,0.0,2011-01-09 22:38:20,"iPhone3,1",4.3.2,
40.7244719525,-73.999349875,0.0,2011-01-09 22:51:53,"iPhone3,1",4.3.2,
40.75715196,-73.99268126,0.0,2011-01-10 14:10:20,"iPhone3,1",4.3.2,
40.74326683,-73.9921830889,0.0,2011-01-10 23:25:28,"iPhone3,1",4.3.2,
40.7551657186,-73.9855057814,0.0,2011-01-11 23:17:55,"iPhone3,1",4.3.2,
40.72080367,-74.00392708,0.0,2011-01-11 23:17:57,"iPhone3,1",4.3.2,
40.7201214785,-73.999697058,0.0,2011-01-11 23:21:25,"iPhone3,1",4.3.2,
40.7293451375,-74.010896672,0.0,2011-01-11 23:34:57,"iPhone3,1",4.3.2,
