loc.lat,loc.lon,t,device,os
34.42386599336633,-119.7124842551485,1285613754.665738,"iPhone3,1","4.3.2"
34.44135382978721,-119.8077109043617,1285614004.149088,"iPhone3,1","4.3.2"
34.41936095762376,-119.8582555352475,1285634801.448187,"iPhone3,1","4.3.2"
34.29473204740383,-119.3028073789423,1285636931.203681,"iPhone3,1","4.3.2"
34.22680084554455,-119.0514101871287,1285637998.143911,"iPhone3,1","4.3.2"
34.15721364578125,-118.37994378625,1285640220.522138,"iPhone3,1","4.3.2"
34.15875009792208,-118.3664883167533,1285640259.032188,"iPhone3,1","4.3.2"
34.15182439254902,-118.3451480401961,1285640319.599635,"iPhone3,1","4.3.2"
34.16140529445782,-118.2930645159036,1285640608.108367,"iPhone3,1","4.3.2"
34.17192653947368,-118.2990480862105,1285640766.176323,"iPhone3,1","4.3.2"
34.19119875776119,-118.3234604410448,1285640995.704076,"iPhone3,1","4.3.2"
34.18099667279661,-118.3518637631356,1285643893.236484,"iPhone3,1","4.3.2"
40.64828275583334,-73.77618423583333,1285680236.213187,"iPhone3,1","4.3.2"
40.65382852212122,-73.80024068333333,1285680459.505882,"iPhone3,1","4.3.2"
40.6690518757143,-73.80471504316326,1285680613.341125,"iPhone3,1","4.3.2"
40.67220563531647,-73.88938015329111,1285681069.298577,"iPhone3,1","4.3.2"
40.67742495450553,-73.90374865175824,1285681240.71376,"iPhone3,1","4.3.2"
40.67652429948979,-73.92192739734695,1285681460.889462,"iPhone3,1","4.3.2"
40.68113962436781,-73.93867479643677,1285681633.046614,"iPhone3,1","4.3.2"
40.68266302,-73.94374109250001,1285681911.284,"iPhone3,1","4.3.2"
40.72393039666667,-74.18051505233332,1285686655.721019,"iPhone3,1","4.3.2"
40.68193009380952,-74.21427873190476,1285686689.069726,"iPhone3,1","4.3.2"
40.66175435875,-74.24131363875,1285686851.679727,"iPhone3,1","4.3.2"
40.63048478516129,-74.25332850338711,1285686886.437057,"iPhone3,1","4.3.2"
40.58420534,-74.26199486500001,1285686944.860309,"iPhone3,1","4.3.2"
40.574155915,-74.29923458269231,1285687043.897953,"iPhone3,1","4.3.2"
40.57853172999999,-74.35676268222223,1285687130.841667,"iPhone3,1","4.3.2"
40.46678045945454,-74.4730480316364,1285687480.281034,"iPhone3,1","4.3.2"
40.44896314700001,-74.50687522033333,1285687526.432781,"iPhone3,1","4.3.2"
40.37799397111112,-74.50348601888888,1285687603.688784,"iPhone3,1","4.3.2"
40.3824375825,-74.541542795,1285687672.730802,"iPhone3,1","4.3.2"
40.34198403914894,-74.58200293404254,1285687769.939406,"iPhone3,1","4.3.2"
40.28000242916666,-74.66819813666665,1285688004.18547,"iPhone3,1","4.3.2"
40.24675242666667,-74.68712587333333,1285688082.792162,"iPhone3,1","4.3.2"
40.5457695815,-74.33126869349999,1285890079.622185,"iPhone3,1","4.3.2"
40.56658427030001,-74.32435444569997,1285890220.319859,"iPhone3,1","4.3.2"
40.61459712242424,-74.26045417363636,1285890439.379891,"iPhone3,1","4.3.2"
40.742072978,-74.00607137111109,1285973644.143894,"iPhone3,1","4.3.2"
40.707962882,-73.99492647100001,1285973747.905355,"iPhone3,1","4.3.2"
40.70801436,-73.95379626,1286086211.009072,"iPhone3,1","4.3.2"
40.735310725,-73.991124595,1286321018.261986,"iPhone3,1","4.3.2"
39.94729262,-75.1597259,1286391481.255373,"iPhone3,1","4.3.2"
39.94239777,-75.141660565,1286455609.914375,"iPhone3,1","4.3.2"
40.75718821133333,-73.97695556666667,1286559953.639889,"iPhone3,1","4.3.2"
40.75688598567566,-73.97696274864866,1286559954.739897,"iPhone3,1","4.3.2"
40.77071749941177,-73.98289133235293,1286581086.95317,"iPhone3,1","4.3.2"
40.77705050166666,-73.98107314119049,1286596075.984415,"iPhone3,1","4.3.2"
40.66968919333333,-73.98109381666667,1286750136.036774,"iPhone3,1","4.3.2"
40.67011967333333,-73.97292868833334,1286750451.696365,"iPhone3,1","4.3.2"
39.96768884666666,-75.15478080666668,1286843065.933584,"iPhone3,1","4.3.2"
39.96729638366665,-75.16119274933334,1286846985.288569,"iPhone3,1","4.3.2"
40.71399583597221,-73.99520105972225,1286961555.529931,"iPhone3,1","4.3.2"
40.716147824,-73.998729895,1286961800.318205,"iPhone3,1","4.3.2"
40.72264783394736,-74.01014537184209,1286961934.140441,"iPhone3,1","4.3.2"
40.72884097732673,-74.03366750148516,1286961985.603048,"iPhone3,1","4.3.2"
40.7352826918644,-74.05774532135595,1286962197.345467,"iPhone3,1","4.3.2"
40.73565505682928,-74.06673610073169,1286962353.959606,"iPhone3,1","4.3.2"
40.73691000740741,-74.08048614888888,1286962354.229864,"iPhone3,1","4.3.2"
40.72039876,-74.08251358886595,1286962550.373152,"iPhone3,1","4.3.2"
40.72799083092308,-74.13141295030769,1286963097.652144,"iPhone3,1","4.3.2"
40.70223908029704,-74.18134007495047,1286963360.020948,"iPhone3,1","4.3.2"
40.67372759471429,-74.19925639414284,1286963626.580253,"iPhone3,1","4.3.2"
41.42593377782179,-81.86511509316828,1286970686.112154,"iPhone3,1","4.3.2"
41.50637819762377,-81.60914712742576,1286974420.509257,"iPhone3,1","4.3.2"
41.48296848113045,-81.68023377356525,1286980993.53988,"iPhone3,1","4.3.2"
40.77365558200001,-73.86517880066665,1287004470.072632,"iPhone3,1","4.3.2"
40.76004257025001,-73.89732105524999,1287006320.020725,"iPhone3,1","4.3.2"
40.72997912684211,-73.92999567947368,1287007084.088376,"iPhone3,1","4.3.2"
40.709909345,-73.96035674000001,1287007933.78579,"iPhone3,1","4.3.2"
40.76299374727272,-74.0358092690909,1287149813.077115,"iPhone3,1","4.3.2"
40.77911116333333,-74.08116775333333,1287149839.331253,"iPhone3,1","4.3.2"
40.75193172,-74.16250823999999,1287149990.033685,"iPhone3,1","4.3.2"
40.05324394466666,-75.00813477066667,1287153036.263401,"iPhone3,1","4.3.2"
40.32567886930694,-74.62860882396041,1287189411.050399,"iPhone3,1","4.3.2"
40.74998700333334,-73.98921638333333,1287193069.853038,"iPhone3,1","4.3.2"
40.70015737039605,-73.81052196108911,1287238412.071808,"iPhone3,1","4.3.2"
40.7487306269307,-73.08210943871286,1287241620.215494,"iPhone3,1","4.3.2"
40.79393275944955,-72.92916383642196,1287242619.570606,"iPhone3,1","4.3.2"
40.97132337118812,-72.19550357920794,1287246126.405697,"iPhone3,1","4.3.2"
41.03714292666667,-72.08629272,1287247415.612363,"iPhone3,1","4.3.2"
41.06542137669999,-71.97993892779998,1287336629.579192,"iPhone3,1","4.3.2"
40.66764753014287,-74.22035057442861,1287445337.129606,"iPhone3,1","4.3.2"
40.75817070571429,-73.98541188285715,1287512910.210825,"iPhone3,1","4.3.2"
40.75600926324324,-73.98333687702703,1287513194.17051,"iPhone3,1","4.3.2"
40.42676955987179,-74.513439904359,1287583590.499218,"iPhone3,1","4.3.2"
40.64839345489129,-74.23494383239129,1287700199.318679,"iPhone3,1","4.3.2"
40.74729575951218,-73.94499537817074,1287703447.387721,"iPhone3,1","4.3.2"
40.73561577,-73.95230296,1287704379.649808,"iPhone3,1","4.3.2"
40.735849495,-73.97414814999999,1287705058.627419,"iPhone3,1","4.3.2"
40.75858086,-73.986457105,1287789812.391044,"iPhone3,1","4.3.2"
40.7360121478,-73.97885231639999,1287807255.080059,"iPhone3,1","4.3.2"
40.7275870152459,-73.97426756622949,1287815316.126487,"iPhone3,1","4.3.2"
40.73498725062501,-73.96183689979165,1287867383.527511,"iPhone3,1","4.3.2"
40.73196601,-74.00946784,1287881766.178247,"iPhone3,1","4.3.2"
40.71878666142857,-73.99137705857142,1287969806.884137,"iPhone3,1","4.3.2"
39.94943516229167,-75.19238021687498,1287977456.293508,"iPhone3,1","4.3.2"
39.95936092933334,-75.16626651599999,1287978022.634639,"iPhone3,1","4.3.2"
39.95833792222223,-75.16181095,1287978334.71417,"iPhone3,1","4.3.2"
39.95225243428571,-75.13525482999999,1287978502.891061,"iPhone3,1","4.3.2"
39.95648747217392,-75.19936409173913,1288042259.499734,"iPhone3,1","4.3.2"
39.98268279903846,-75.2062196776923,1288042307.732775,"iPhone3,1","4.3.2"
39.98571696541664,-75.16345764322919,1288042409.58251,"iPhone3,1","4.3.2"
40.043368346,-75.02817668399999,1288042873.758404,"iPhone3,1","4.3.2"
40.03158926233333,-75.01759246333333,1288042937.133487,"iPhone3,1","4.3.2"
40.09676004,-74.94027425160002,1288043100.705074,"iPhone3,1","4.3.2"
40.10478242893939,-74.8672995090909,1288043209.161336,"iPhone3,1","4.3.2"
40.19894466666666,-74.79289786833334,1288043684.600175,"iPhone3,1","4.3.2"
40.2194611290164,-74.83056537967215,1288043721.284804,"iPhone3,1","4.3.2"
40.218360655,-74.73627541250001,1288043806.001594,"iPhone3,1","4.3.2"
40.49743524138612,-74.4486059927723,1288045525.986601,"iPhone3,1","4.3.2"
40.54527833960001,-74.381886278,1288045852.432314,"iPhone3,1","4.3.2"
39.93846997,-75.14537688499999,1288355800.020492,"iPhone3,1","4.3.2"
39.95036248375,-75.18137422500001,1288399446.812825,"iPhone3,1","4.3.2"
39.97265924148936,-75.18895022659574,1288401004.116466,"iPhone3,1","4.3.2"
40.01070751221052,-75.13996676789473,1288401349.649816,"iPhone3,1","4.3.2"
40.01931377657143,-75.06980044342859,1288401570.31747,"iPhone3,1","4.3.2"
40.21847638170455,-74.75147142840908,1288402654.460705,"iPhone3,1","4.3.2"
40.262418505,-74.705723995,1288402863.824265,"iPhone3,1","4.3.2"
40.26178239306932,-74.72285954079206,1288402866.536616,"iPhone3,1","4.3.2"
40.59973768099012,-74.28275322346536,1288404079.284067,"iPhone3,1","4.3.2"
40.71611564541667,-73.98888309562498,1288407259.888401,"iPhone3,1","4.3.2"
39.94490161866667,-75.16068253933334,1288469433.302501,"iPhone3,1","4.3.2"
39.92692802575758,-75.14770148757576,1288499748.806059,"iPhone3,1","4.3.2"
39.95303605083333,-75.16879419833333,1288560003.051731,"iPhone3,1","4.3.2"
40.75485102791666,-73.99845451916666,1288569195.91873,"iPhone3,1","4.3.2"
39.95909637157894,-75.18988348157895,1288673415.394478,"iPhone3,1","4.3.2"
39.95790741567568,-75.1540236954054,1288673620.596477,"iPhone3,1","4.3.2"
39.94761288342857,-75.1421269485714,1288673927.593108,"iPhone3,1","4.3.2"
40.75293957666667,-73.99554494333334,1288791281.143017,"iPhone3,1","4.3.2"
40.750846436,-73.98975804599999,1288791820.702321,"iPhone3,1","4.3.2"
40.75360602,-73.99233001,1288792876.761637,"iPhone3,1","4.3.2"
39.95295617875,-75.1458542675,1288897709.701944,"iPhone3,1","4.3.2"
39.95537532103094,-75.17412795422679,1288914580.29927,"iPhone3,1","4.3.2"
40.756706483,-73.995315439,1288980545.378682,"iPhone3,1","4.3.2"
40.7520453725,-73.9865055925,1289003324.338818,"iPhone3,1","4.3.2"
40.72321310376812,-73.97959799173911,1289005888.764552,"iPhone3,1","4.3.2"
40.72189490566667,-73.98383330466666,1289015097.286368,"iPhone3,1","4.3.2"
40.71241970135135,-73.98898281324325,1289015525.501942,"iPhone3,1","4.3.2"
40.71654547414635,-73.97822056609756,1289015525.798658,"iPhone3,1","4.3.2"
40.72198392,-73.96554538000001,1289094966.881598,"iPhone3,1","4.3.2"
40.7553907,-73.98671156,1289310555.147755,"iPhone3,1","4.3.2"
40.7322387,-73.94469225,1289355700.147965,"iPhone3,1","4.3.2"
40.73275153538462,-73.95350927000001,1289355701.840893,"iPhone3,1","4.3.2"
40.74437500909091,-73.93247601727272,1289396577.237381,"iPhone3,1","4.3.2"
40.76283092023257,-73.91241325465116,1289396703.047097,"iPhone3,1","4.3.2"
40.856423421,-73.82984025266667,1289397320.547005,"iPhone3,1","4.3.2"
41.30865317,-72.27621326333333,1289405167.36201,"iPhone3,1","4.3.2"
41.838598628,-71.44142953800001,1289409859.417323,"iPhone3,1","4.3.2"
41.83196842,-71.42173981000001,1289411477.087935,"iPhone3,1","4.3.2"
41.81614156933333,-71.37207918866666,1289430938.077172,"iPhone3,1","4.3.2"
41.82321107,-71.39709698999999,1289518278.602098,"iPhone3,1","4.3.2"
41.68076688571428,-71.49991044285714,1289522382.923168,"iPhone3,1","4.3.2"
41.56769468287234,-71.50358626021276,1289522483.944457,"iPhone3,1","4.3.2"
41.32607400069767,-72.24189283093024,1289525423.408467,"iPhone3,1","4.3.2"
41.21021468999999,-73.11302367333333,1289528877.502494,"iPhone3,1","4.3.2"
41.14681773100001,-73.29543332666667,1289529610.229705,"iPhone3,1","4.3.2"
41.14142021333333,-73.35248814592593,1289529791.671371,"iPhone3,1","4.3.2"
41.08236324761904,-73.44196768222224,1289530340.402008,"iPhone3,1","4.3.2"
40.6827075523077,-73.94617723384614,1289616234.911652,"iPhone3,1","4.3.2"
40.67227202874999,-73.9522467475,1289616661.401386,"iPhone3,1","4.3.2"
40.73223277181818,-73.98562030545455,1289695769.79624,"iPhone3,1","4.3.2"
40.75121963,-73.9951114,1289739052.633489,"iPhone3,1","4.3.2"
40.76869752169014,-74.04306271450704,1289740312.555587,"iPhone3,1","4.3.2"
40.75548284742857,-74.04558167942855,1289740347.378385,"iPhone3,1","4.3.2"
40.75071375946427,-74.05522606446428,1289740371.387363,"iPhone3,1","4.3.2"
40.76271528743902,-74.06622779878047,1289740398.682238,"iPhone3,1","4.3.2"
40.75137533257733,-74.1108506185567,1289740509.115256,"iPhone3,1","4.3.2"
40.75678910375001,-74.14721220671876,1289740605.3924,"iPhone3,1","4.3.2"
40.74134574999999,-74.16207636010205,1289740682.720919,"iPhone3,1","4.3.2"
40.05456909,-74.996685325,1289744200.156841,"iPhone3,1","4.3.2"
40.01212122181818,-75.04629495454546,1289744274.537227,"iPhone3,1","4.3.2"
40.0285816033,-75.04422958949999,1289744281.10918,"iPhone3,1","4.3.2"
39.95231240508772,-75.16335237263159,1289746115.46689,"iPhone3,1","4.3.2"
39.95028083010417,-75.15213112229169,1289746454.052095,"iPhone3,1","4.3.2"
40.38097605597222,-74.58689181277778,1289768893.253568,"iPhone3,1","4.3.2"
40.3877694208911,-74.5315340850495,1289768975.024438,"iPhone3,1","4.3.2"
40.67806716,-73.95117166923076,1289773974.831906,"iPhone3,1","4.3.2"
40.74986260600001,-73.991989672,1289865724.799238,"iPhone3,1","4.3.2"
40.72169431460001,-73.98735416799997,1289876816.684501,"iPhone3,1","4.3.2"
40.71219438923077,-73.96840497538462,1290392054.202681,"iPhone3,1","4.3.2"
42.35418125307693,-71.05159707307692,1290655728.721625,"iPhone3,1","4.3.2"
42.36566984,-71.36942988,1290700964.300425,"iPhone3,1","4.3.2"
42.40617385,-71.40404513,1290790289.946549,"iPhone3,1","4.3.2"
42.40774367289473,-71.32002503368422,1290800269.794128,"iPhone3,1","4.3.2"
42.37556688700001,-71.133160065,1290802511.027778,"iPhone3,1","4.3.2"
42.3871036175,-71.10747727749998,1290807656.269421,"iPhone3,1","4.3.2"
42.48996223571429,-71.32847491309521,1290885690.065232,"iPhone3,1","4.3.2"
42.40066484935485,-71.12710607419356,1290890966.277265,"iPhone3,1","4.3.2"
42.43220491576471,-71.26725281270586,1290894345.035688,"iPhone3,1","4.3.2"
42.39005986333333,-71.45212798666667,1290909737.154716,"iPhone3,1","4.3.2"
42.37835004966667,-71.45671181733334,1290948192.274381,"iPhone3,1","4.3.2"
42.35028146203704,-71.06126592722222,1290952025.032812,"iPhone3,1","4.3.2"
40.87600178714286,-73.84162542214287,1290963753.767024,"iPhone3,1","4.3.2"
40.74537997051282,-73.98841381410257,1290966705.865727,"iPhone3,1","4.3.2"
40.70294745500001,-73.99533518625,1290990060.616336,"iPhone3,1","4.3.2"
40.70268505,-73.99396896,1290997200.327253,"iPhone3,1","4.3.2"
40.73124457666666,-73.99799598666665,1291040420.14395,"iPhone3,1","4.3.2"
40.73822123139534,-74.00410840418606,1291076664.889983,"iPhone3,1","4.3.2"
40.73514354095238,-74.00606733142857,1291077152.202073,"iPhone3,1","4.3.2"
40.73743110802084,-74.00940122552085,1291077223.279825,"iPhone3,1","4.3.2"
40.73824042758621,-74.00211264034485,1291082516.11137,"iPhone3,1","4.3.2"
40.72089839125,-74.009207735,1291247646.197266,"iPhone3,1","4.3.2"
40.71864799333333,-73.99924621666668,1291260960.306391,"iPhone3,1","4.3.2"
40.72587294238095,-73.99610385238095,1291261427.206026,"iPhone3,1","4.3.2"
40.67039898259259,-73.96235461722225,1291426322.234885,"iPhone3,1","4.3.2"
40.71734554764706,-74.00565302882353,1291496648.489055,"iPhone3,1","4.3.2"
40.71454211071428,-74.01045804285715,1291496836.271831,"iPhone3,1","4.3.2"
40.71839852581081,-74.01517966054054,1291497749.533806,"iPhone3,1","4.3.2"
40.69162142,-73.99670838999999,1291502326.790763,"iPhone3,1","4.3.2"
40.8139960208,-73.9555295896,1292004637.554071,"iPhone3,1","4.3.2"
40.81710693642104,-73.95903854621052,1292004653.357624,"iPhone3,1","4.3.2"
40.68002662666667,-73.95365561666667,1292169881.461063,"iPhone3,1","4.3.2"
40.728666565,-73.948964295,1292302895.05392,"iPhone3,1","4.3.2"
40.721136,-73.96205043000001,1292376835.124387,"iPhone3,1","4.3.2"
40.73472064,-73.99447417,1292451873.145242,"iPhone3,1","4.3.2"
40.73436599,-73.99253743,1292451873.975523,"iPhone3,1","4.3.2"
40.73563305583333,-73.98670321433335,1292633512.159372,"iPhone3,1","4.3.2"
40.71024335904762,-73.96088589714284,1292640379.714397,"iPhone3,1","4.3.2"
40.68926829,-73.96451979,1292700745.222668,"iPhone3,1","4.3.2"
40.73141362833334,-73.95433947833334,1292720520.84771,"iPhone3,1","4.3.2"
40.67675191,-73.96113699,1292776435.594417,"iPhone3,1","4.3.2"
40.754161465,-73.98512308375,1292866281.982713,"iPhone3,1","4.3.2"
40.75256140888889,-73.99259833388891,1292887939.700055,"iPhone3,1","4.3.2"
40.73084187,-74.00435653,1292887964.921789,"iPhone3,1","4.3.2"
40.72998790249999,-74.00611632249999,1292887965.121152,"iPhone3,1","4.3.2"
40.73397532101695,-74.00520513067798,1292889420.175554,"iPhone3,1","4.3.2"
40.75512059265624,-73.99502175921876,1293073891.477213,"iPhone3,1","4.3.2"
40.64226379266667,-73.79252937933333,1293158949.003444,"iPhone3,1","4.3.2"
39.71324029631578,-104.9419034921053,1293241991.542403,"iPhone3,1","4.3.2"
39.75358482642856,-104.9662262364286,1293242344.096991,"iPhone3,1","4.3.2"
39.76102566333333,-104.9325182366667,1293425364.508719,"iPhone3,1","4.3.2"
39.74994206571429,-104.9918394757143,1293590977.371854,"iPhone3,1","4.3.2"
39.74838197271188,-104.9799298754237,1293591835.813442,"iPhone3,1","4.3.2"
39.72745463615384,-104.9011131384615,1293593216.556611,"iPhone3,1","4.3.2"
39.54428104287128,-106.1729901614851,1293649341.890743,"iPhone3,1","4.3.2"
39.75357399009903,-105.0129002919802,1293677593.014817,"iPhone3,1","4.3.2"
39.75814976833333,-104.937096195,1293777927.492239,"iPhone3,1","4.3.2"
39.73966757499999,-104.9655823630435,1293805936.844386,"iPhone3,1","4.3.2"
39.63582269841583,-105.917853119109,1293823774.450137,"iPhone3,1","4.3.2"
39.72432464263158,-104.9653339310526,1293840270.592726,"iPhone3,1","4.3.2"
39.74998972333334,-104.94095171,1293864757.085013,"iPhone3,1","4.3.2"
39.73408025309524,-104.9369652235715,1293952518.224846,"iPhone3,1","4.3.2"
39.68542610861387,-104.9666930985148,1294017197.542079,"iPhone3,1","4.3.2"
39.74473315842105,-104.9915319769737,1294018409.042495,"iPhone3,1","4.3.2"
39.73804414239999,-104.9873695728,1294019358.112013,"iPhone3,1","4.3.2"
39.73165207346154,-104.980862334327,1294019845.34912,"iPhone3,1","4.3.2"
39.75194999861386,-104.9011141784158,1294026955.605677,"iPhone3,1","4.3.2"
39.84074271175923,-104.6801944167592,1294037408.739288,"iPhone3,1","4.3.2"
40.6667572220202,-73.76613052171713,1294054483.674825,"iPhone3,1","4.3.2"
40.65014048533332,-73.77651869895237,1294055417.806268,"iPhone3,1","4.3.2"
40.6765948690099,-73.84077686237623,1294056943.628793,"iPhone3,1","4.3.2"
40.7466416025,-73.99586644500002,1294063715.152464,"iPhone3,1","4.3.2"
40.76310207766666,-73.99393637033334,1294270862.58512,"iPhone3,1","4.3.2"
40.7166516851852,-74.00112015555554,1294280828.888953,"iPhone3,1","4.3.2"
40.75196156,-73.994914548,1294409383.10141,"iPhone3,1","4.3.2"
40.75483751,-73.98907297,1294419360.634288,"iPhone3,1","4.3.2"
40.80087767659574,-73.96183161914892,1294454523.816335,"iPhone3,1","4.3.2"
40.67613741,-73.95717719000001,1294511020.441767,"iPhone3,1","4.3.2"
40.72871487070423,-73.99105381845069,1294607131.459213,"iPhone3,1","4.3.2"
40.72149869971429,-73.99444425599998,1294609427.660015,"iPhone3,1","4.3.2"
40.7238920973077,-73.99720735512824,1294612700.404716,"iPhone3,1","4.3.2"
40.7244719525,-73.99934987500001,1294613513.505972,"iPhone3,1","4.3.2"
40.75715196,-73.99268126,1294668620.737867,"iPhone3,1","4.3.2"
40.74326683,-73.99218308890909,1294701928.270682,"iPhone3,1","4.3.2"
40.75516571857143,-73.98550578142856,1294787875.594071,"iPhone3,1","4.3.2"
40.72080367,-74.00392708,1294787877.741553,"iPhone3,1","4.3.2"
40.72012147846939,-73.99969705795921,1294788085.887456,"iPhone3,1","4.3.2"
40.7293451375,-74.010896672,1294788897.337484,"iPhone3,1","4.3.2"
40.75113862157896,-73.99409548821052,1294844336.138497,"iPhone3,1","4.3.2"
40.75959484929825,-73.99523636403507,1294883614.997268,"iPhone3,1","4.3.2"
40.76005932,-73.987717085,1294884793.009982,"iPhone3,1","4.3.2"
40.73181253819279,-73.98936424807229,1294886005.121612,"iPhone3,1","4.3.2"
40.72816672433963,-73.98130888830188,1294893190.65303,"iPhone3,1","4.3.2"
40.73195579849464,-73.98168871881722,1294893625.216895,"iPhone3,1","4.3.2"
40.75678765,-73.98589164000001,1294961940.692592,"iPhone3,1","4.3.2"
40.74752065338983,-74.00578419983052,1294967916.184438,"iPhone3,1","4.3.2"
40.73419208925001,-73.99037831524998,1295064429.258332,"iPhone3,1","4.3.2"
40.67349367125,-73.964641723125,1295066960.379105,"iPhone3,1","4.3.2"
40.69107241552764,-73.95818015346737,1295325115.230597,"iPhone3,1","4.3.2"
40.69018321459461,-73.95772383709459,1295325116.147306,"iPhone3,1","4.3.2"
40.75833515666667,-73.989179505,1295394893.320769,"iPhone3,1","4.3.2"
40.72405272591396,-73.9501695432258,1295395908.770461,"iPhone3,1","4.3.2"
40.7255712449635,-73.9534591779562,1295396185.801052,"iPhone3,1","4.3.2"
40.72781541241829,-73.94997388627453,1295406709.717668,"iPhone3,1","4.3.2"
40.730417628,-73.94763184199999,1295406709.751096,"iPhone3,1","4.3.2"
40.72836679798702,-73.95011612772724,1295406710.720095,"iPhone3,1","4.3.2"
40.757991465625,-73.98641464375,1295463163.436842,"iPhone3,1","4.3.2"
40.75967117990224,-73.98489990765471,1295463163.71798,"iPhone3,1","4.3.2"
40.757145965,-73.989346735,1295466066.93991,"iPhone3,1","4.3.2"
40.71412707740523,-74.00634349154511,1295467590.028955,"iPhone3,1","4.3.2"
40.70701042945454,-74.01024908145456,1295467590.057105,"iPhone3,1","4.3.2"
40.70571495988636,-74.00818161909093,1295469761.517443,"iPhone3,1","4.3.2"
40.70714164617645,-74.01048525272057,1295469761.682493,"iPhone3,1","4.3.2"
40.70730179233122,-74.00995758813382,1295469762.806124,"iPhone3,1","4.3.2"
40.70726340226337,-74.01058831851854,1295469762.89525,"iPhone3,1","4.3.2"
40.6849103975,-73.96142901,1295616451.31867,"iPhone3,1","4.3.2"
40.68734073705883,-73.96336575558823,1295616452.64035,"iPhone3,1","4.3.2"
40.7534057425,-73.98938010249999,1295619016.762879,"iPhone3,1","4.3.2"
40.75552550308824,-73.99149599382355,1295619018.253055,"iPhone3,1","4.3.2"
40.75623452,-73.99034648999999,1295619019.473658,"iPhone3,1","4.3.2"
40.75560802,-73.989847,1295619022.355886,"iPhone3,1","4.3.2"
41.15897818721312,-73.2440458664754,1295652918.846505,"iPhone3,1","4.3.2"
41.15861361490323,-73.24274209516128,1295652919.217011,"iPhone3,1","4.3.2"
41.17661073468194,-73.18883372053432,1295653136.365264,"iPhone3,1","4.3.2"
41.19188104988506,-73.18625007632183,1295653136.390637,"iPhone3,1","4.3.2"
41.17809394775509,-73.16830078326527,1295653137.465044,"iPhone3,1","4.3.2"
41.19447367913044,-73.13622782275365,1295653287.534056,"iPhone3,1","4.3.2"
41.19468707395352,-73.12991177345511,1295653287.791226,"iPhone3,1","4.3.2"
41.19929935256143,-73.12116409375433,1295653288.007481,"iPhone3,1","4.3.2"
41.22141322460673,-73.0821084603371,1295653500.528754,"iPhone3,1","4.3.2"
41.24093891543069,-73.02224721640448,1295653660.770025,"iPhone3,1","4.3.2"
41.2356579372093,-73.02851858627906,1295653661.563632,"iPhone3,1","4.3.2"
41.2389582815,-73.01903279740002,1295654565.967663,"iPhone3,1","4.3.2"
